,delivery_id,pickup_lat_x,pickup_lon_x,pickup_zipcode,dropoff_lat_x,dropoff_lon_x,dropoff_zipcode,customer_id,jumpman_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat_y,pickup_lon_y,dropoff_lat_y,dropoff_lon_y,when_the_delivery_started,when_the_Jumpman_arrived_at_pickup,when_the_Jumpman_left_pickup,when_the_Jumpman_arrived_at_dropoff
10,1332793.0,40.7289967213,-74.0028095837,10014.0,40.7460604,-73.9946738,10001.0,104167,83565,bicycle,El Toro Blanco,Mexican,,,,0 days 00:07:00.095332000,40.728996721318204,-74.0028095836576,40.7460604,-73.9946738,2014-10-10 19:08:02.254120,2014-10-10 19:40:04.278217,2014-10-10 19:44:39.877927,2014-10-10 19:54:14.570666
11,1489527.0,40.7264131828,-73.9938211441,10012.0,40.724707200000005,-73.981175,10009.0,49034,34669,bicycle,The Smile,American,Spaghetti & Tomato Sauce,1.0,Entrees,0 days 00:30:57.422130000,40.726413182830896,-73.993821144104,40.724707200000005,-73.981175,2014-10-30 20:06:57.238098,,,2014-10-30 21:12:19.208892
12,1302973.0,40.727518945199996,-73.9886713028,10003.0,40.7254856839,-73.99281881659999,10012.0,344631,64396,bicycle,Mighty Quinn's BBQ,BBQ,Spare Ribs,1.0,Meats,,40.7275189451569,-73.98867130279541,40.725485683879,-73.9928188166218,2014-10-05 18:47:28.819056,2014-10-05 18:50:41.780487,2014-10-05 19:23:54.425485,2014-10-05 19:34:18.250581
13,1313076.0,40.7443408456,-73.99042637630001,10010.0,40.7470189017,-73.9909219683,10001.0,208020,94865,bicycle,Hill Country Barbecue Market,BBQ,Healthy Market Special,1.0,Market Lunch Specials (12-5pm),0 days 00:05:59.252717000,40.74434084563529,-73.99042637629249,40.747018901687,-73.9909219682555,2014-10-07 12:55:04.793821,2014-10-07 13:09:48.343210,2014-10-07 13:29:08.849452,2014-10-07 13:34:25.318455
14,1414562.0,40.7358928721,-74.0052044392,10014.0,40.7059438924,-74.0105777796,10005.0,315523,134198,bicycle,Magnolia Bakery,Dessert,Red Velvet Cupcake,4.0,Specialty Cupcakes,,40.7358928721479,-74.0052044391632,40.705943892412705,-74.0105777796091,2014-10-21 15:15:32.673629,2014-10-21 15:19:28.629413,2014-10-21 15:37:48.007228,2014-10-21 16:04:06.598794
15,1307518.0,40.785160043299996,-73.9769164738,10024.0,40.703394221799996,-74.01410689720001,10004.0,127689,155879,car,Peacefood Cafe,Vegan,Tempeh,1.0,Extras,0 days 00:06:33.284904000,40.785160043282794,-73.97691647383779,40.7033942217786,-74.0141068972478,2014-10-06 12:02:01.155212,2014-10-06 12:26:57.166046,2014-10-06 12:35:17.480066,2014-10-06 13:09:30.726668
16,1274468.0,40.777939671700004,-73.9547097351,10028.0,40.7843365,-73.9539073,10128.0,95986,151467,bicycle,McDonald's,Fast Food,,,,,40.7779396716555,-73.95470973505309,40.7843365,-73.9539073,2014-10-01 18:17:51.625284,2014-10-01 18:18:53.498048,2014-10-01 18:34:09.732141,2014-10-01 18:42:50.967369
17,1460242.0,40.750205297600004,-73.98643204359999,10001.0,40.7814599,-73.98068640000001,10023.0,300021,117686,car,Han Bat,Korean,21. Soon Dae,1.0,Main Dishes,0 days 00:06:10.419597000,40.7502052976224,-73.98643204358349,40.7814599,-73.98068640000001,2014-10-26 16:50:52.754548,2014-10-26 17:18:02.557555,2014-10-26 17:31:22.738561,2014-10-26 18:07:21.511913
18,1324131.0,40.744607140999996,-73.9907419682,10010.0,40.7633199,-73.9938087,10036.0,334758,90681,bicycle,Melt Shop,American,Cheesy Tots,1.0,Sides & Snacks,0 days 00:08:50.378398000,40.7446071410038,-73.99074196815491,40.7633199,-73.9938087,2014-10-09 15:32:43.974085,2014-10-09 15:32:18.537789,2014-10-09 15:51:08.623130,2014-10-09 16:03:53.278308
19,1416277.0,40.775764315,-73.9802062511,10023.0,40.780052000000005,-73.95616600000001,10028.0,113897,20962,walker,Magnolia Bakery,Dessert,Peanut Butter Toffee Bar,1.0,Brownies & Bars,,40.7757643150214,-73.98020625114441,40.780052000000005,-73.95616600000001,2014-10-21 19:44:51.144311,2014-10-21 19:49:55.235149,2014-10-21 20:04:45.315134,2014-10-21 20:17:32.710612
20,1413356.0,40.7428757273,-73.9925612442,10010.0,40.7425062,-73.9925644,10010.0,78465,158227,bicycle,Duane Reade,Drug Store,,,,,40.742875727340795,-73.99256124416159,40.7425062,-73.9925644,2014-10-21 10:08:40.392943,,,2014-10-21 10:27:55.756742
21,1356218.0,40.7219525594,-73.9977370006,10012.0,40.716719700000006,-74.01229980000001,10007.0,128224,99219,bicycle,Osteria Morini,Italian,Garganelli,1.0,Pasta,,40.7219525594088,-73.99773700059849,40.716719700000006,-74.01229980000001,2014-10-13 18:00:38.265026,2014-10-13 18:01:53.350477,2014-10-13 18:30:02.582698,2014-10-13 18:40:48.499622
22,1320596.0,40.7808257732,-73.976483345,10024.0,40.801488,-73.96969,10025.0,368663,125504,bicycle,Shake Shack,Burger,Shack-cago Dog,1.0,Flat-Top Dogs,,40.7808257732201,-73.9764833450317,40.801488,-73.96969,2014-10-08 20:53:52.039403,2014-10-08 20:59:18.079384,2014-10-08 21:14:42.577492,2014-10-08 21:23:52.213217
23,1370431.0,40.723955,-73.99182900000001,10002.0,40.7299536,-73.9863498,10003.0,58898,142140,car,Whole Foods Market,Grocery Store,Org Tortilla Chips Blue Corn Lightly Salted,1.0,Tortilla Chips,,40.723955,-73.99182900000001,40.7299536,-73.9863498,2014-10-15 22:10:13.616511,,,2014-10-15 23:33:42.741134
24,1488027.0,40.725948025,-74.00110621649999,10012.0,40.718659,-74.002854,10013.0,396432,99219,bicycle,Juice Press,Juice Bar,Rehab Shot,2.0,Other Beverages,,40.725948024962,-74.0011062165158,40.718659,-74.002854,2014-10-30 17:36:13.679620,2014-10-30 17:36:59.326686,2014-10-30 17:55:48.869001,2014-10-30 18:05:27.272486
25,1360308.0,40.7344458028,-73.9987134933,10011.0,40.7209562733,-73.9992813497,10013.0,57174,61900,bicycle,Umami Burger,Burger,,,,0 days 00:02:40.200298000,40.7344458028097,-73.99871349334721,40.7209562733117,-73.9992813497006,2014-10-14 11:32:50.353130,2014-10-14 12:04:38.153601,2014-10-14 12:14:27.858646,2014-10-14 12:24:02.125908
26,1459871.0,40.7426806358,-74.00623582819999,10011.0,40.740125618899995,-74.0046866053,10014.0,391543,7833,bicycle,Friedman's Lunch,Breakfast,Sweet Potato Fries,1.0,Market Sides,0 days 00:09:19.602587000,40.7426806357508,-74.006235828207,40.7401256189066,-74.00468660525421,2014-10-26 16:14:29.755984,2014-10-26 16:30:04.283726,2014-10-26 16:41:53.882309,2014-10-26 16:47:32.044905
27,1419674.0,40.7337872945,-73.9930352569,10003.0,40.7442738834,-73.98045875380001,10016.0,81591,96818,bicycle,The Grey Dog - University,Coffee,Three Eggs Any Style,1.0,Breakfast,0 days 00:07:40.608833000,40.7337872945445,-73.9930352568626,40.744273883366795,-73.9804587538067,2014-10-22 10:05:54.955054,2014-10-22 10:18:07.110213,2014-10-22 10:34:28.217890,2014-10-22 10:50:48.875163
28,1315209.0,40.7780352476,-73.9560356679,10028.0,40.732552,-73.996537,10011.0,55478,118095,bicycle,Tevere 84,,,,,0 days 00:04:49.675109000,40.7780352476315,-73.9560356679452,40.732552,-73.996537,2014-10-07 20:18:32.473578,2014-10-07 20:57:05.453244,2014-10-07 21:27:38.071168,2014-10-07 22:22:01.735700
29,1282272.0,40.7676529121,-73.982925456,10019.0,40.7488275508,-73.9901389528,10001.0,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Unagi,1.0,Taiseyo (Atlantic Ocean),0 days 00:10:21.717855000,40.76765291211729,-73.9829254560004,40.7488275508246,-73.9901389527725,2014-10-02 21:02:40.958544,2014-10-02 21:11:48.249277,2014-10-02 21:28:00.659548,2014-10-02 21:45:08.692013
30,1409389.0,40.7420620786,-74.0051805822,10011.0,40.758264875100004,-74.0043297882,10018.0,305905,110399,bicycle,Hale & Hearty,Salad,Cream of Tomato w/ Chicken and Orzo,1.0,Daily Soup and Sandwich Combo,,40.7420620785694,-74.0051805822082,40.7582648751367,-74.00432978817649,2014-10-20 16:46:44.054616,2014-10-20 16:52:19.834639,2014-10-20 17:05:09.448766,2014-10-20 17:12:01.008974
31,1453949.0,40.743982,-74.00667800000001,10011.0,40.784503,-73.9789114,10024.0,398009,157353,car,Artichoke Basille's Pizza & Bar,Pizza,Sicilian Pizza Wedge,2.0,Pizza Wedge,0 days 00:09:44.242899000,40.743982,-74.00667800000001,40.784503,-73.9789114,2014-10-25 23:18:58.361996,2014-10-25 23:41:52.451878,2014-10-25 23:56:43.947854,2014-10-26 00:26:00.526696
32,1467996.0,40.744187954299996,-73.98753094,10016.0,40.734994,-73.987709,10003.0,301380,142394,bicycle,ilili Restaurant,Middle Eastern,Hommus,1.0,Dips,0 days 00:05:16.988501000,40.7441879543475,-73.98753094002541,40.734994,-73.987709,2014-10-27 13:18:37.395003,2014-10-27 13:30:46.385334,2014-10-27 13:46:07.104381,2014-10-27 13:57:18.114768
33,1307096.0,40.7156404717,-74.0123535504,10007.0,40.7188368,-74.0026667,10013.0,242203,122837,bicycle,Whole Foods Market,Grocery Store,,,,,40.71564047167521,-74.0123535503784,40.7188368,-74.0026667,2014-10-06 08:56:07.625449,2014-10-06 09:26:01.960726,2014-10-06 09:46:52.388559,2014-10-06 09:55:19.552144
34,1416984.0,40.7532554158,-73.9720150256,10017.0,40.759818,-73.98764,10036.0,6210,20962,walker,Tulsi Restaurant,Indian,,,,,40.753255415801895,-73.9720150255867,40.759818,-73.98764,2014-10-21 20:58:18.153250,2014-10-21 20:59:28.579946,2014-10-21 21:16:18.592959,2014-10-21 21:36:00.591551
35,1314550.0,40.7320637606,-73.99615466590001,10003.0,40.7675817868,-73.9837041751,10019.0,348787,119813,bicycle,Otto Enoteca Pizzeria,Italian,Lentils “Toscana”,1.0,Vegetables,0 days 00:22:42.942105000,40.7320637605782,-73.996154665947,40.767581786759,-73.98370417512591,2014-10-07 18:40:38.769589,2014-10-07 18:49:49.978276,2014-10-07 19:27:58.470009,2014-10-07 19:55:56.804909
36,1309391.0,40.7193864133,-74.008692501,10013.0,40.7202117,-74.00213079999999,10013.0,275689,20217,car,Nobu Next Door,Sushi,Bigeye Tuna Roll,1.0,Dinner Sushi Rolls,0 days 00:07:17.915378000,40.7193864133494,-74.0086925010449,40.7202117,-74.00213079999999,2014-10-06 19:06:02.335680,,,2014-10-06 20:05:04.534655
37,1354092.0,40.7420620786,-74.0051805822,10011.0,40.754856,-74.000265,10001.0,93350,143085,car,Hale & Hearty,Salad,Chicken Vegetable,1.0,Daily Soups,,40.7420620785694,-74.0051805822082,40.754856,-74.000265,2014-10-13 12:06:26.617162,2014-10-13 12:20:44.888115,2014-10-13 12:37:46.556293,2014-10-13 12:50:10.751447
38,1274946.0,40.7358722881,-73.9876646158,10003.0,40.7323623,-73.9871248,10003.0,214394,28765,bicycle,Yama Japanese Restaurant,Japanese,Edamame,1.0,Appetizers,0 days 00:06:33.493332000,40.7358722880658,-73.9876646158273,40.7323623,-73.9871248,2014-10-01 19:27:10.808857,2014-10-01 19:36:07.237977,2014-10-01 19:54:01.123348,2014-10-01 20:09:19.587140
39,1432690.0,40.7450785894,-73.9888215065,10001.0,40.7519839,-73.9947989,10001.0,110060,167596,bicycle,sweetgreen,Salad,,,,,40.745078589413296,-73.9888215065002,40.7519839,-73.9947989,2014-10-23 20:52:08.219885,2014-10-23 21:05:33.272177,2014-10-23 21:18:01.417134,2014-10-23 21:28:58.620616
40,1325557.0,40.7382300398,-73.9878323651,10003.0,40.767409,-73.968239,10065.0,180921,30905,car,Barbounia,Mediterranean,Wild Mushroom Cavatelli,1.0,Fresh Pasta,0 days 00:08:59.674812000,40.73823003977589,-73.9878323650875,40.767409,-73.968239,2014-10-09 19:55:13.585009,2014-10-09 20:09:46.977675,2014-10-09 20:24:35.718907,2014-10-09 20:38:01.972034
41,1415905.0,40.7675283519,-73.9820473643,10019.0,40.7837169,-73.9835052,10023.0,129798,91932,bicycle,Grom,,,,,0 days 00:02:21.995261000,40.767528351934295,-73.98204736430951,40.7837169,-73.9835052,2014-10-21 19:09:54.498360,2014-10-21 19:24:39.554150,2014-10-21 19:32:30.057069,2014-10-21 19:50:14.284335
42,1347595.0,40.7195180151,-74.0104401112,10013.0,40.723572169200004,-74.010858124,10013.0,115610,153766,bicycle,Duane Reade,Drug Store,,,,,40.7195180150664,-74.01044011116029,40.723572169224504,-74.010858123991,2014-10-12 16:34:05.132289,2014-10-12 16:40:50.599037,2014-10-12 16:52:43.014039,2014-10-12 16:59:27.163427
43,1328760.0,40.755823775100005,-73.9896344031,10018.0,40.7520354,-74.0052865,10001.0,370889,116438,bicycle,Popeyes Louisiana Kitchen,Fast Food,,,,,40.7558237751399,-73.9896344031386,40.7520354,-74.0052865,2014-10-10 11:25:02.886325,2014-10-10 11:31:56.865993,2014-10-10 11:46:16.351605,2014-10-10 11:56:03.978223
44,1272824.0,40.7604682803,-73.97395495800001,10022.0,40.760557,-73.972888,10022.0,284087,23359,bicycle,Smiler's,,,,,,40.760468280300294,-73.9739549579713,40.760557,-73.972888,2014-10-01 12:34:39.745387,,,2014-10-01 13:19:01.564414
45,1303916.0,40.7354866792,-74.003321305,10014.0,40.723572169200004,-74.010858124,10013.0,115610,67430,bicycle,Sant Ambroeus,Italian,,,,0 days 00:13:10.985910000,40.735486679187105,-74.00332130496041,40.723572169224504,-74.010858123991,2014-10-05 20:04:53.935760,2014-10-05 20:27:17.927984,2014-10-05 20:34:38.733440,2014-10-05 20:48:24.943891
46,1379189.0,40.7284782636,-73.99839183739999,10012.0,40.7151704,-74.0116009,10007.0,47440,112646,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,0 days 00:06:25.129505000,40.72847826361979,-73.99839183744791,40.7151704,-74.0116009,2014-10-17 11:54:08.288602,2014-10-17 11:57:53.885801,2014-10-17 12:08:40.353961,2014-10-17 12:23:14.729735
47,1407506.0,40.721323186999996,-74.009732008,10013.0,40.714135999999996,-73.991496,10002.0,187993,102837,car,sweetgreen,Salad,Harvest Bowl,1.0,Signatures,,40.7213231869706,-74.0097320079803,40.714135999999996,-73.991496,2014-10-20 11:19:26.467551,2014-10-20 11:22:53.980411,2014-10-20 11:39:57.936188,2014-10-20 12:02:48.011257
48,1320822.0,40.715279327800005,-74.0148603916,10282.0,40.716167999999996,-74.003693,10013.0,149508,43955,bicycle,Shake Shack,Burger,Cheese Fries,1.0,Fries,,40.7152793278103,-74.01486039161679,40.716167999999996,-74.003693,2014-10-08 21:18:11.900324,2014-10-08 21:28:15.142224,2014-10-08 21:47:35.029385,2014-10-08 21:54:36.734336
49,1413590.0,40.7446662425,-73.9833444134,10016.0,40.780774,-73.9542921,10128.0,47594,104989,bicycle,California Pizza Kitchen,Pizza,Sesame Ginger Chicken Dumplings,1.0,Appetizers,0 days 00:05:10.905882000,40.7446662425236,-73.98334441336691,40.780774,-73.9542921,2014-10-21 11:41:40.992132,2014-10-21 11:44:50.448057,2014-10-21 11:56:40.560636,2014-10-21 12:29:11.558863
50,1322133.0,40.764216999999995,-73.988321,10019.0,40.7478967309,-74.0036082734,10011.0,49104,156557,car,Empanada Mama (closed),Mexican,Reggaeton,1.0,Wheat Flour,0 days 00:05:35.046927000,40.764216999999995,-73.988321,40.747896730937704,-74.0036082734112,2014-10-09 01:10:10.348285,2014-10-09 01:21:06.666821,2014-10-09 01:33:26.106042,2014-10-09 01:42:17.535143
51,1369431.0,40.7192689255,-74.0087498848,10013.0,40.7165905,-74.00481140000001,10013.0,115213,101359,bicycle,Tamarind TriBeCa,Indian,Steamed Basmati Rice,1.0,Basmati Degh Rice,0 days 00:04:37.287317000,40.719268925450294,-74.00874988480409,40.7165905,-74.00481140000001,2014-10-15 20:27:21.180415,,,2014-10-15 21:24:36.683296
52,1416028.0,40.730178,-74.0003224,10012.0,40.730687439200004,-73.9951779772,10003.0,129486,161162,bicycle,Mamoun's Falafel,Mediterranean,Veggie Sandwich Combo,1.0,Veggie Combo,,40.730178,-74.0003224,40.730687439223,-73.9951779771939,2014-10-21 19:24:27.136568,2014-10-21 19:27:39.425260,2014-10-21 19:42:59.642617,2014-10-21 19:50:38.478874
53,1407558.0,40.737888,-73.99646,10011.0,40.722746,-73.998857,10012.0,41130,99219,bicycle,Village Yogurt,,,,,,40.737888,-73.99646,40.722746,-73.998857,2014-10-20 11:34:27.673232,2014-10-20 11:35:39.406833,2014-10-20 11:45:29.157896,2014-10-20 11:55:03.887998
54,1440400.0,40.7676529121,-73.982925456,10019.0,40.764469,-73.974488,10019.0,114085,30743,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Ebi Shumai,1.0,Appetizers,0 days 00:06:30.249477000,40.76765291211729,-73.9829254560004,40.764469,-73.974488,2014-10-24 19:56:55.542025,2014-10-24 20:15:38.925058,2014-10-24 20:31:27.677483,2014-10-24 20:39:48.270318
55,1387545.0,40.7644721364,-73.96643042560001,10065.0,40.7666878,-73.9686943,10065.0,91947,30743,bicycle,Juice Generation,Juice Bar,Cold Warrior,1.0,Juice Farmacy,,40.7644721363946,-73.9664304256439,40.7666878,-73.9686943,2014-10-18 11:14:44.296065,2014-10-18 11:28:25.942755,2014-10-18 11:41:02.853142,2014-10-18 11:44:17.527043
56,1365392.0,40.721294,-73.983994,10002.0,40.743139500000005,-73.9969043,10011.0,41415,142301,bicycle,Clinton St. Baking Co. & Restaurant,,Pancakes with Warm Maple Butter,1.0,Brunch,0 days 00:03:53.585842000,40.721294,-73.983994,40.743139500000005,-73.9969043,2014-10-15 09:34:44.574598,2014-10-15 09:34:17.550238,2014-10-15 09:54:09.214336,2014-10-15 10:07:50.730760
57,1401304.0,40.7219795797,-73.9881482142,10002.0,40.7299994103,-73.9936876979,10003.0,68116,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Rock Shrimp & Crispy Garlic Teriyaki,1.0,Kushi Yaki (Skewers),0 days 00:08:13.927399000,40.7219795797084,-73.9881482141556,40.7299994102531,-73.993687697864,2014-10-19 18:30:30.460989,2014-10-19 18:47:48.288706,2014-10-19 19:01:10.251979,2014-10-19 19:22:12.812432
58,1399094.0,40.7296565818,-73.9863459579,10003.0,40.765386,-73.978957,10019.0,162723,57186,bicycle,"Dessert Club, ChikaLicious (archived)",,,,,,40.7296565817919,-73.986345957912,40.765386,-73.978957,2014-10-19 15:27:39.373178,2014-10-19 15:51:43.971892,2014-10-19 16:07:34.028726,2014-10-19 16:36:30.811184
59,1296092.0,40.7358722881,-73.9876646158,10003.0,40.736616,-73.97797259999999,10010.0,96254,111793,car,Yama Japanese Restaurant,Japanese,Spicy Tuna,1.0,Rolls,0 days 00:06:24.077066000,40.7358722880658,-73.9876646158273,40.736616,-73.97797259999999,2014-10-04 20:54:42.070270,2014-10-04 21:00:21.725372,2014-10-04 21:17:11.982570,2014-10-04 21:28:37.784534
60,1389988.0,40.7450785894,-73.9888215065,10001.0,40.744313500000004,-73.9873139,10016.0,111356,149651,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1.0,Signatures,,40.745078589413296,-73.9888215065002,40.744313500000004,-73.9873139,2014-10-18 16:35:48.897792,,,2014-10-18 16:56:38.139822
61,1410753.0,40.7323682879,-74.0037488923,10014.0,40.722679299999996,-73.99493819999999,10012.0,83287,54954,bicycle,Five Guys Burgers and Fries,Burger,Cheeseburger,1.0,Burgers,,40.7323682879162,-74.00374889227159,40.722679299999996,-73.99493819999999,2014-10-20 20:14:45.157025,2014-10-20 20:18:42.380474,2014-10-20 20:37:15.603351,2014-10-20 20:45:42.410194
62,1339653.0,40.74174,-73.99365,10010.0,40.737848,-74.00361099999999,10014.0,186478,144719,bicycle,Trader Joe's,Grocery Store,Tomato Pesto Flatbread,1.0,Frozen Foods,,40.74174,-73.99365,40.737848,-74.00361099999999,2014-10-11 16:53:28.189205,2014-10-11 17:01:32.038452,2014-10-11 18:24:54.405652,2014-10-11 18:32:46.031716
63,1275526.0,40.786017123600004,-73.97847182529999,10024.0,40.793833899999996,-73.941521,10029.0,303211,31859,bicycle,Hale & Hearty,Salad,Dirty Chips Lightly Salted,1.0,Desserts and Chips,,40.7860171236332,-73.9784718253445,40.793833899999996,-73.941521,2014-10-01 20:34:44.468907,2014-10-01 20:34:30.382857,2014-10-01 20:43:52.121288,2014-10-01 21:00:33.384112
64,1414452.0,40.68277,-73.97653199999999,11217.0,40.6932564,-73.9661733,11205.0,148033,128139,car,Shake Shack,Burger,,,,,40.68277,-73.97653199999999,40.6932564,-73.9661733,2014-10-21 14:57:29.338613,2014-10-21 15:30:02.259968,2014-10-21 15:31:21.050095,2014-10-21 15:37:44.276996
65,1458106.0,40.7783736214,-73.9525572272,10128.0,40.776919899999996,-73.958928,10028.0,104983,152741,car,Fairway Market,,,,,,40.7783736214385,-73.9525572272106,40.776919899999996,-73.958928,2014-10-26 14:00:57.891329,2014-10-26 14:01:36.583440,2014-10-26 14:44:57.119633,2014-10-26 14:54:36.219540
66,1483976.0,40.7615390517,-73.9851464935,10019.0,40.7611004452,-73.9992188724,10036.0,397737,178325,bicycle,Serafina at Time Hotel,,,,,,40.7615390516589,-73.98514649353929,40.761100445238,-73.9992188723661,2014-10-29 22:56:41.460136,,,2014-10-29 23:43:26.556202
67,1325129.0,40.7676529121,-73.982925456,10019.0,40.763269,-73.963113,10065.0,41991,108647,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Tamago,1.0,Taiheiyo (Pacific Ocean),0 days 00:12:20.755994000,40.76765291211729,-73.9829254560004,40.763269,-73.963113,2014-10-09 19:01:43.827090,2014-10-09 19:23:34.102780,2014-10-09 19:38:53.508543,2014-10-09 19:49:00.327903
68,1439884.0,40.7268229975,-73.98547097560001,10009.0,40.7460604,-73.9946738,10001.0,103822,134198,bicycle,Luke's Lobster,Seafood,Lobster Roll,1.0,Rolls,0 days 00:06:01.538624000,40.7268229974521,-73.9854709755758,40.7460604,-73.9946738,2014-10-24 19:08:47.202846,2014-10-24 19:18:21.868365,2014-10-24 19:26:12.527804,2014-10-24 19:44:21.936745
69,1366592.0,40.723955,-73.99182900000001,10002.0,40.718683399999996,-73.983136,10002.0,348130,102837,car,Whole Foods Market,Grocery Store,Iced Tea Peach Mango Zero Calorie,2.0,Teas & Drinks,,40.723955,-73.99182900000001,40.718683399999996,-73.983136,2014-10-15 14:38:27.871059,2014-10-15 15:15:33.073426,2014-10-15 15:54:54.003297,2014-10-15 16:03:20.734445
70,1397309.0,40.730340182,-73.9839935303,10003.0,40.7631713372,-73.9663593178,10065.0,103884,151208,bicycle,S'MAC,American,Buffalo Chicken,1.0,Sarita's Recommendation,,40.730340181965396,-73.98399353027341,40.763171337182,-73.9663593177852,2014-10-19 12:48:29.562173,2014-10-19 12:57:05.513242,2014-10-19 13:34:55.322798,2014-10-19 14:15:45.998306
71,1460699.0,40.6753166,-73.98853259999998,11215.0,40.698192999999996,-73.984208,11201.0,103627,170291,bicycle,Whole Foods Market,Grocery Store,Creme Fraiche,1.0,Cheese,,40.6753166,-73.98853259999998,40.698192999999996,-73.984208,2014-10-26 17:26:53.689091,2014-10-26 17:30:04.585565,2014-10-26 19:00:22.913471,2014-10-26 19:25:26.912929
